,format
169,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf_mold_tomato6x1200.jpg,157,178,405,472,Tomato-mold-leaf"
170,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf_mold_tomato6x1200.jpg,644,552,975,901,Tomato-mold-leaf"
171,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf_mold_tomato6x1200.jpg,674,192,1037,615,Tomato-mold-leaf"
172,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf_mold_tomato6x1200.jpg,16,305,256,801,Tomato-mold-leaf"
173,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf_mold_tomato6x1200.jpg,432,379,708,835,Tomato-mold-leaf"
174,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf_mold_tomato6x1200.jpg,516,188,646,529,Tomato-mold-leaf"
175,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/grape-leave-clipping-path-3817989.jpg,287,28,1126,858,grape-leaf"
176,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/disease4.jpg,20,75,4608,2910,Corn-leaf-blight"
177,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/ncorn_leaf_blight_0796_02.jpg,23,37,432,264,Corn-leaf-blight"
178,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/gls99-anamosa-400x334.jpg,75,1,198,328,Corn-leaf-blight"
179,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/gls99-anamosa-400x334.jpg,308,99,400,333,Corn-leaf-blight"
180,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/home-design.jpg,1,31,500,437,Potato-leaf-early-blight"
181,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/flat,1000x1000,075,f.u2.jpg,476,32,972,513,Apple-leaf"
182,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/potato_late-blight_07_zoom.jpg,42,18,821,698,Potato-leaf-late-blight"
183,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,50,219,297,444,Raspberry-leaf"
184,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,151,112,357,250,Raspberry-leaf"
185,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,310,61,447,255,Raspberry-leaf"
186,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,433,138,587,260,Raspberry-leaf"
187,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,374,261,542,581,Raspberry-leaf"
188,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,256,248,387,523,Raspberry-leaf"
189,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,539,241,731,538,Raspberry-leaf"
190,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,721,123,800,260,Raspberry-leaf"
191,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/rubus-idaeus_0714_122911.jpg,651,282,798,543,Raspberry-leaf"
192,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/p1020076cs.jpg,6,89,1220,981,Tomato-leaf-late-blight"
193,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/late_blight_tomato_leaf.jpg,4,15,250,249,Tomato-leaf-late-blight"
194,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/pm3.jpg,1,18,2585,1838,Tomato-mold-leaf"
195,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery-mildew-on-squash-plants-you-can-prevent-powdery-mildew-disease-by-avoiding-overhead-sprinkling-and-watering-in-the-morning-rather-than-evening-forum-news-service-file-photo-what-causes-powdery.jpg,408,1,607,112,Squash-Powdery-mildew-leaf"
196,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery-mildew-on-squash-plants-you-can-prevent-powdery-mildew-disease-by-avoiding-overhead-sprinkling-and-watering-in-the-morning-rather-than-evening-forum-news-service-file-photo-what-causes-powdery.jpg,391,99,597,310,Squash-Powdery-mildew-leaf"
197,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery-mildew-on-squash-plants-you-can-prevent-powdery-mildew-disease-by-avoiding-overhead-sprinkling-and-watering-in-the-morning-rather-than-evening-forum-news-service-file-photo-what-causes-powdery.jpg,202,111,388,322,Squash-Powdery-mildew-leaf"
198,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery-mildew-on-squash-plants-you-can-prevent-powdery-mildew-disease-by-avoiding-overhead-sprinkling-and-watering-in-the-morning-rather-than-evening-forum-news-service-file-photo-what-causes-powdery.jpg,1,76,242,321,Squash-Powdery-mildew-leaf"
199,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/potato-early-blight-alternaria-alternata-target-spot-lesion-on-a-potato-leaf-x63fwh.jpg,1,2,340,299,Potato-leaf-early-blight"
200,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaves-of-a-raspberry-stock-photo-1214081.jpg,479,604,698,856,Raspberry-leaf"
201,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaves-of-a-raspberry-stock-photo-1214081.jpg,291,553,496,691,Raspberry-leaf"
202,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaves-of-a-raspberry-stock-photo-1214081.jpg,212,66,424,275,Raspberry-leaf"
203,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaves-of-a-raspberry-stock-photo-1214081.jpg,891,574,1129,916,Raspberry-leaf"
204,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaves-of-a-raspberry-stock-photo-1214081.jpg,690,548,846,732,Raspberry-leaf"
205,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/grape-leaf-15796930.jpg,67,84,1015,1140,grape-leaf"
206,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/imag4090.jpg,397,343,2046,1152,Corn-rust-leaf"
207,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf_mold_nightshade2x500.jpg,1,7,492,667,Tomato-mold-leaf"
208,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery%20mildew%20of%20squash.jpg,112,119,348,262,Squash-Powdery-mildew-leaf"
209,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery%20mildew%20of%20squash.jpg,293,56,491,207,Squash-Powdery-mildew-leaf"
210,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery%20mildew%20of%20squash.jpg,1,26,257,147,Squash-Powdery-mildew-leaf"
211,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,129,32,361,728,Corn-leaf-blight"
212,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,703,269,920,951,Corn-leaf-blight"
213,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,211,340,544,981,Corn-leaf-blight"
214,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,480,120,584,673,Corn-leaf-blight"
215,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,924,689,1066,973,Corn-leaf-blight"
216,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,1156,337,1263,805,Corn-leaf-blight"
217,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,950,218,1252,569,Corn-leaf-blight"
218,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,6,599,142,962,Corn-leaf-blight"
219,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaves-isolated-on-white-background-picture-id537925565?k=6&m=537925565&s=612x612&w=0&h=Ogzc4YHTI4i4q9aiTIG6Zq2sAMv6xTKiDlCmYANlzK8=.jpg,118,16,527,279,Apple-leaf"
220,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaves-isolated-on-white-background-picture-id537925565?k=6&m=537925565&s=612x612&w=0&h=Ogzc4YHTI4i4q9aiTIG6Zq2sAMv6xTKiDlCmYANlzK8=.jpg,55,271,475,584,Apple-leaf"
221,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/flies.jpg,1,86,3806,2430,Tomato-leaf"
222,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/ee4ab32985e0f26d556ab9d6ac7d0a35.jpg,166,62,347,375,Bell_pepper-leaf"
223,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,271,249,599,536,Raspberry-leaf"
224,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,513,295,715,634,Raspberry-leaf"
225,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,718,303,994,653,Raspberry-leaf"
226,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,777,253,1006,395,Raspberry-leaf"
227,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,629,99,879,311,Raspberry-leaf"
228,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,433,166,669,305,Raspberry-leaf"
229,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,202,231,444,445,Raspberry-leaf"
230,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,179,142,450,258,Raspberry-leaf"
231,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/iron-deficiency-symptoms-on-autumn-fruiting-raspberry-leaf-uk-garden-E4W76G.jpg,86,253,219,505,Raspberry-leaf"
232,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/imgp9968.jpg,172,1,3593,2490,Raspberry-leaf"
233,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/early%20blight.tom_.jpg,27,67,235,196,Potato-leaf-early-blight"
234,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/early%20blight.tom_.jpg,31,139,132,316,Potato-leaf-early-blight"
235,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/early%20blight.tom_.jpg,79,334,153,383,Potato-leaf-early-blight"
236,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/early%20blight.tom_.jpg,383,1,512,189,Potato-leaf-early-blight"
237,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/early%20blight.tom_.jpg,431,153,549,270,Potato-leaf-early-blight"
238,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/gray_leaf_spot__1-14B8612C8B60CDBC8E2.jpg,1,147,630,344,Corn-Gray-leaf-spot"
239,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/gray_leaf_spot__1-14B8612C8B60CDBC8E2.jpg,124,4,624,124,Corn-Gray-leaf-spot"
240,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/gray_leaf_spot__1-14B8612C8B60CDBC8E2.jpg,175,14,495,213,Corn-Gray-leaf-spot"
241,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf%2Binf%2B800%2B1.jpg,469,430,757,621,Tomato-mold-leaf"
242,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/leaf%2Binf%2B800%2B1.jpg,762,312,1575,914,Tomato-mold-leaf"
243,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/potatoearlyblight.jpg,1,57,366,283,Potato-leaf-early-blight"
244,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/septoria5.jpg,65,82,523,350,Tomato-Septoria-leaf-spot"
245,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/late_blight_tomato_leaf_sporex1200.jpg,14,8,1200,900,Tomato-leaf-late-blight"
246,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image024.jpg,81,208,124,256,Tomato-leaf-mosaic-virus"
247,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image024.jpg,75,157,125,191,Tomato-leaf-mosaic-virus"
248,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image024.jpg,129,180,269,256,Tomato-leaf-mosaic-virus"
249,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image024.jpg,116,27,168,72,Tomato-leaf-mosaic-virus"
250,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image024.jpg,61,84,189,158,Tomato-leaf-mosaic-virus"
251,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image024.jpg,166,144,202,167,Tomato-leaf-mosaic-virus"
252,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image024.jpg,179,38,235,116,Tomato-leaf-mosaic-virus"
253,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,510,338,933,766,grape-leaf"
254,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,361,540,912,1125,grape-leaf"
255,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,317,974,866,1525,grape-leaf"
256,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,53,715,404,1412,grape-leaf"
257,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,7,349,451,858,grape-leaf"
258,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,312,1,761,517,grape-leaf"
259,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,1,12,263,500,grape-leaf"
260,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,958,989,1197,1548,grape-leaf"
261,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,943,492,1140,976,grape-leaf"
262,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/muscadine-leaves-762506.JPG.jpg,850,790,1043,1397,grape-leaf"
263,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/potatoearlyblightcloseup_pdc.jpg,96,4,269,288,Potato-leaf-early-blight"
264,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/ripe-red-apple-with-green-leaf-isolated-on-white-picture-id184640296?s=612x612.jpg,299,60,523,179,Apple-leaf"
265,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery_mildew.jpg,161,60,640,466,Squash-Powdery-mildew-leaf"
266,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery_mildew.jpg,1,160,150,346,Squash-Powdery-mildew-leaf"
267,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery_mildew.jpg,1,8,190,171,Squash-Powdery-mildew-leaf"
268,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/powdery_mildew.jpg,97,324,401,480,Squash-Powdery-mildew-leaf"
269,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/early_blight.jpg,4,3,250,246,Potato-leaf-late-blight"
270,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/potatolb_small_leaf_lesionx1200.jpg,635,2,1200,960,Potato-leaf-early-blight"
271,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/potatolb_small_leaf_lesionx1200.jpg,1,108,496,961,Potato-leaf-early-blight"
272,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/peach-leaves-18058413.jpg,11,32,316,869,Peach-leaf"
273,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/peach-leaves-18058413.jpg,324,31,558,876,Peach-leaf"
274,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/peach-leaves-18058413.jpg,542,42,773,867,Peach-leaf"
275,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/peach-leaves-18058413.jpg,724,116,981,839,Peach-leaf"
276,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/peach-leaves-18058413.jpg,983,27,1277,902,Peach-leaf"
277,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/green-strawberry-leaf-isolated-on-white-picture-id692328988?k=6&m=692328988&s=612x612&w=0&h=604VCrDe3mbN0c6LZZSBBvm4iMdWh1wcb3KHDX6CVRE=.jpg,132,15,381,353,Strawberry-leaf"
278,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/green-strawberry-leaf-isolated-on-white-picture-id692328988?k=6&m=692328988&s=612x612&w=0&h=604VCrDe3mbN0c6LZZSBBvm4iMdWh1wcb3KHDX6CVRE=.jpg,305,179,610,462,Strawberry-leaf"
279,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/green-strawberry-leaf-isolated-on-white-picture-id692328988?k=6&m=692328988&s=612x612&w=0&h=604VCrDe3mbN0c6LZZSBBvm4iMdWh1wcb3KHDX6CVRE=.jpg,18,212,302,458,Strawberry-leaf"
280,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image5_300x300%2523.JPG?1472755422.jpg,18,189,228,296,Tomato-leaf-bacterial-spot"
281,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image5_300x300%2523.JPG?1472755422.jpg,157,139,234,242,Tomato-leaf-bacterial-spot"
282,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image5_300x300%2523.JPG?1472755422.jpg,86,2,183,99,Tomato-leaf-bacterial-spot"
283,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image5_300x300%2523.JPG?1472755422.jpg,202,17,285,127,Tomato-leaf-bacterial-spot"
284,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/image5_300x300%2523.JPG?1472755422.jpg,8,76,194,243,Tomato-leaf-bacterial-spot"
285,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/malus-floribunda-le-amoro2-a.jpg,71,127,874,711,Apple-leaf"
286,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/s-prasanth-kumar-young-scientist-awarded-presentation-2-728.jpg,14,73,113,144,Tomato-leaf-yellow-virus"
287,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/s-prasanth-kumar-young-scientist-awarded-presentation-2-728.jpg,84,33,157,78,Tomato-leaf-yellow-virus"
288,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/s-prasanth-kumar-young-scientist-awarded-presentation-2-728.jpg,234,31,303,94,Tomato-leaf-yellow-virus"
289,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/s-prasanth-kumar-young-scientist-awarded-presentation-2-728.jpg,207,52,234,95,Tomato-leaf-yellow-virus"
